post_id,text,category,borough,location,post_date,likes,shares,comments,engagement_score,sentiment_polarity,sentiment_subjectivity,sentiment_label
post_000484,Basement flooded AGAIN in Bronx. City needs better drainage infrastructure! #FloodDamage,flood_concern,bronx,Bronx,2025-07-08T10:59:15.583340,256,71,40,549,0.625,0.5,positive
post_000485,Subway station at St George completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,St George,2025-09-28T10:59:15.583340,311,90,41,663,0.1,0.4,neutral
post_000486,Chemical smell in Uppereastside - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,manhattan,Uppereastside,2025-06-04T10:59:15.584335,399,14,9,459,0.0,0.0,neutral
post_000487,Storm surge warnings for Fordham. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Fordham,2025-07-10T10:59:15.584335,155,40,29,333,0.0,0.0,neutral
post_000488,Third time this month - Harlem streets are underwater after heavy rain. #UrbanFlooding,flood_concern,manhattan,Harlem,2025-09-10T10:59:15.584335,156,68,23,406,-0.1,0.25,neutral
post_000489,Hospital wait times are crazy in Mott Haven. So many people with respiratory issues today.,health_concern,bronx,Mott Haven,2025-06-16T10:59:15.584335,366,16,6,426,-0.05,0.7,neutral
post_000490,Basement flooded AGAIN in Williamsburg. City needs better drainage infrastructure! #FloodDamage,flood_concern,brooklyn,Williamsburg,2025-06-18T10:59:15.584335,191,22,14,285,0.625,0.5,positive
post_000491,Street flooding again in New Dorp! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,New Dorp,2025-05-02T10:59:15.585334,159,23,14,256,0.17,0.455,positive
post_000492,Asthma attacks increasing in our neighborhood. Something needs to be done about Chinatown air quality.,health_concern,manhattan,Chinatown,2025-09-03T10:59:15.585334,205,96,21,535,0.0,0.0,neutral
post_000493,Kids can't play outside in Lowereastside - air quality index is through the roof! #HealthAlert,health_concern,manhattan,Lowereastside,2025-04-28T10:59:15.585334,222,62,4,416,0.0,0.05,neutral
post_000494,Street flooding again in Elmhurst! This happens every time it rains. #Flooding #NYC,flood_concern,queens,Elmhurst,2025-08-28T10:59:15.585334,456,61,43,725,0.0,0.0,neutral
post_000495,Air quality is terrible in Parkslope today. My cough is acting up again. #NYC #AirQuality,health_concern,brooklyn,Parkslope,2025-07-02T10:59:15.585334,92,97,28,439,-0.5,0.5,negative
post_000496,Subway station at Uppereastside completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,manhattan,Uppereastside,2025-09-05T10:59:15.585334,155,37,25,316,0.1,0.4,neutral
post_000497,Storm surge warnings for Crownheights. Time to move everything upstairs again. #StormSurge,flood_concern,brooklyn,Crownheights,2025-04-15T10:59:15.586338,411,52,43,653,0.0,0.0,neutral
post_000498,Subway station at St George completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,St George,2025-07-31T10:59:15.586338,404,14,11,468,0.1,0.4,neutral
post_000499,Construction dust in Huntspoint is making everyone sick. Where's the oversight? #Pollution,environmental_concern,bronx,Huntspoint,2025-08-24T10:59:15.586338,365,17,9,434,-0.714,0.857,negative
post_000500,Construction dust in Tottenville is making everyone sick. Where's the oversight? #Pollution,environmental_concern,staten_island,Tottenville,2025-08-17T10:59:15.586338,386,29,10,493,-0.714,0.857,negative
post_000501,Asthma attacks increasing in our neighborhood. Something needs to be done about Chinatown air quality.,health_concern,manhattan,Chinatown,2025-07-01T10:59:15.586338,465,45,0,600,0.0,0.0,neutral
post_000502,Street flooding again in Jackson Heights! This happens every time it rains. #Flooding #NYC,flood_concern,queens,Jackson Heights,2025-04-30T10:59:15.586338,186,74,6,420,0.0,0.0,neutral
post_000503,Another trip to the ER because of breathing problems. When will Elmhurst address the air pollution? #PublicHealth,health_concern,queens,Elmhurst,2025-08-04T10:59:15.587334,49,37,9,178,0.0,0.0,neutral
post_000504,Asthma attacks increasing in our neighborhood. Something needs to be done about Bronx air quality.,health_concern,bronx,Bronx,2025-09-19T10:59:15.587334,80,24,2,156,0.0,0.0,neutral
post_000505,Chemical smell in Lowereastside - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,manhattan,Lowereastside,2025-06-19T10:59:15.587334,86,6,17,138,0.0,0.0,neutral
post_000506,Storm surge warnings for St George. Time to move everything upstairs again. #StormSurge,flood_concern,staten_island,St George,2025-10-03T10:59:15.587334,444,11,21,519,0.0,0.0,neutral
post_000507,Subway station at Williamsburg completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,brooklyn,Williamsburg,2025-09-24T10:59:15.587334,405,59,14,610,0.1,0.4,neutral
post_000508,Hospital wait times are crazy in Statenisland. So many people with respiratory issues today.,health_concern,staten_island,Statenisland,2025-07-14T10:59:15.588335,185,62,43,457,-0.05,0.7,neutral
post_000509,Hospital wait times are crazy in Dumbo. So many people with respiratory issues today.,health_concern,brooklyn,Dumbo,2025-06-02T10:59:15.588335,108,36,7,230,-0.05,0.7,neutral
post_000510,Asthma attacks increasing in our neighborhood. Something needs to be done about Midtown air quality.,health_concern,manhattan,Midtown,2025-07-28T10:59:15.588335,93,93,23,418,0.0,0.0,neutral
post_000511,Heat wave hitting Bronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Bronx,2025-07-05T10:59:15.588335,292,47,3,439,-0.292,0.542,negative
post_000512,Another trip to the ER because of asthma. When will Harlem address the air pollution? #PublicHealth,health_concern,manhattan,Harlem,2025-06-11T10:59:15.588335,189,50,10,359,0.0,0.0,neutral
post_000513,"Green space in Dumbo being destroyed for development. We need more trees, not less! #Environment",environmental_concern,brooklyn,Dumbo,2025-06-06T10:59:15.588335,272,8,15,326,0.135,0.289,positive
post_000514,Air quality is terrible in Mott Haven today. My allergies is acting up again. #NYC #AirQuality,health_concern,bronx,Mott Haven,2025-04-18T10:59:15.589335,97,48,6,253,-0.5,0.5,negative
post_000515,Asthma attacks increasing in our neighborhood. Something needs to be done about Elmhurst air quality.,health_concern,queens,Elmhurst,2025-05-05T10:59:15.589335,286,40,24,454,0.0,0.0,neutral
post_000516,Construction dust in Tottenville is making everyone sick. Where's the oversight? #Pollution,environmental_concern,staten_island,Tottenville,2025-04-22T10:59:15.589335,161,14,26,255,-0.714,0.857,negative
post_000517,Chemical smell in St George - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,staten_island,St George,2025-07-02T10:59:15.589335,489,25,38,640,0.0,0.0,neutral
post_000518,Heat wave hitting Jackson Heights hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,queens,Jackson Heights,2025-04-14T10:59:15.589335,361,39,26,530,-0.292,0.542,negative
post_000519,Subway station at Longislandcity completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,queens,Longislandcity,2025-07-29T10:59:15.590338,381,63,32,634,0.1,0.4,neutral
post_000520,Storm surge warnings for Chinatown. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Chinatown,2025-06-19T10:59:15.590338,320,39,34,505,0.0,0.0,neutral
post_000521,Air quality is terrible in New Dorp today. My asthma is acting up again. #NYC #AirQuality,health_concern,staten_island,New Dorp,2025-06-16T10:59:15.590338,290,79,8,543,-0.288,0.485,negative
post_000522,Asthma attacks increasing in our neighborhood. Something needs to be done about Bedstuy air quality.,health_concern,brooklyn,Bedstuy,2025-05-02T10:59:15.590338,32,66,12,254,0.0,0.0,neutral
post_000523,Another trip to the ER because of breathing problems. When will Queens address the air pollution? #PublicHealth,health_concern,queens,Queens,2025-06-28T10:59:15.590338,436,26,11,536,0.0,0.0,neutral
post_000524,Chemical smell in Crownheights - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,brooklyn,Crownheights,2025-07-11T10:59:15.590338,271,1,50,374,0.0,0.0,neutral
post_000525,Storm surge warnings for Lowereastside. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Lowereastside,2025-07-03T10:59:15.591336,146,70,16,388,0.0,0.0,neutral
post_000526,Kids can't play outside in Southbronx - air quality index is through the roof! #HealthAlert,health_concern,bronx,Southbronx,2025-07-15T10:59:15.591336,480,57,3,657,0.0,0.05,neutral
post_000527,Hospital wait times are crazy in Crownheights. So many people with respiratory issues today.,health_concern,brooklyn,Crownheights,2025-09-29T10:59:15.591336,474,27,3,561,-0.05,0.7,neutral
post_000528,Construction dust in New Dorp is making everyone sick. Where's the oversight? #Pollution,environmental_concern,staten_island,New Dorp,2025-09-30T10:59:15.591336,426,59,49,701,-0.289,0.656,negative
post_000529,Air quality is terrible in Harlem today. My cough is acting up again. #NYC #AirQuality,health_concern,manhattan,Harlem,2025-10-03T10:59:15.591336,444,3,42,537,-0.5,0.5,negative
post_000530,Street flooding again in St George! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,St George,2025-09-06T10:59:15.592337,400,40,41,602,0.0,0.0,neutral
post_000531,Air quality is terrible in New Dorp today. My allergies is acting up again. #NYC #AirQuality,health_concern,staten_island,New Dorp,2025-04-18T10:59:15.592337,58,45,26,245,-0.288,0.485,negative
post_000532,Kids can't play outside in Flushing - air quality index is through the roof! #HealthAlert,health_concern,queens,Flushing,2025-07-28T10:59:15.592337,354,38,33,534,0.0,0.05,neutral
post_000533,Third time this month - New Dorp streets are underwater after heavy rain. #UrbanFlooding,flood_concern,staten_island,New Dorp,2025-07-25T10:59:15.592337,179,19,42,320,-0.021,0.318,neutral
post_000534,Third time this month - Uppereastside streets are underwater after heavy rain. #UrbanFlooding,flood_concern,manhattan,Uppereastside,2025-05-12T10:59:15.593337,34,58,11,230,-0.1,0.25,neutral
post_000535,Basement flooded AGAIN in Chinatown. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Chinatown,2025-09-15T10:59:15.593337,83,37,38,270,0.625,0.5,positive
post_000536,Storm surge warnings for New Dorp. Time to move everything upstairs again. #StormSurge,flood_concern,staten_island,New Dorp,2025-07-05T10:59:15.593337,451,27,28,588,0.136,0.455,positive
post_000537,Third time this month - Brooklyn streets are underwater after heavy rain. #UrbanFlooding,flood_concern,brooklyn,Brooklyn,2025-06-03T10:59:15.593337,359,19,29,474,-0.1,0.25,neutral
post_000538,Kids can't play outside in Harlem - air quality index is through the roof! #HealthAlert,health_concern,manhattan,Harlem,2025-06-16T10:59:15.593337,257,63,31,508,0.0,0.05,neutral
post_000539,Heat wave hitting Southbronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Southbronx,2025-07-30T10:59:15.593337,230,93,26,561,-0.292,0.542,negative
post_000540,Heat wave hitting Longislandcity hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,queens,Longislandcity,2025-06-12T10:59:15.594296,301,59,16,510,-0.292,0.542,negative
post_000541,Chemical smell in Williamsburg - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,brooklyn,Williamsburg,2025-06-27T10:59:15.594296,357,23,10,446,0.0,0.0,neutral
post_000542,Construction dust in New Dorp is making everyone sick. Where's the oversight? #Pollution,environmental_concern,staten_island,New Dorp,2025-10-11T10:59:15.594296,73,2,11,101,-0.289,0.656,negative
post_000543,"Green space in Jackson Heights being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Jackson Heights,2025-07-14T10:59:15.594296,366,10,21,438,0.135,0.289,positive
post_000544,Asthma attacks increasing in our neighborhood. Something needs to be done about Elmhurst air quality.,health_concern,queens,Elmhurst,2025-05-03T10:59:15.594296,13,42,5,149,0.0,0.0,neutral
post_000545,Storm surge warnings for St George. Time to move everything upstairs again. #StormSurge,flood_concern,staten_island,St George,2025-07-05T10:59:15.594296,228,21,22,335,0.0,0.0,neutral
post_000546,Air quality alert for Fordham - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,bronx,Fordham,2025-04-20T10:59:15.595341,190,2,39,274,0.0,0.0,neutral
post_000547,Chemical smell in Brooklyn - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,brooklyn,Brooklyn,2025-06-19T10:59:15.595341,235,61,28,474,0.0,0.0,neutral
post_000548,"Green space in Harlem being destroyed for development. We need more trees, not less! #Environment",environmental_concern,manhattan,Harlem,2025-06-16T10:59:15.595341,399,85,44,742,0.135,0.289,positive
post_000549,Air quality alert for Huntspoint - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,bronx,Huntspoint,2025-05-16T10:59:15.595341,290,32,3,392,0.0,0.0,neutral
post_000550,Subway station at Elmhurst completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,queens,Elmhurst,2025-05-23T10:59:15.595341,345,95,31,692,0.1,0.4,neutral
post_000551,Another trip to the ER because of allergies. When will Jackson Heights address the air pollution? #PublicHealth,health_concern,queens,Jackson Heights,2025-06-07T10:59:15.595341,140,90,16,442,0.0,0.0,neutral
post_000552,Subway station at Tottenville completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,Tottenville,2025-05-11T10:59:15.596393,24,60,7,218,0.1,0.4,neutral
post_000553,"Green space in Flushing being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Flushing,2025-06-13T10:59:15.596393,204,89,40,551,0.135,0.289,positive
post_000554,Asthma attacks increasing in our neighborhood. Something needs to be done about Flushing air quality.,health_concern,queens,Flushing,2025-05-01T10:59:15.596393,145,44,15,307,0.0,0.0,neutral
post_000555,Hospital wait times are crazy in Mott Haven. So many people with respiratory issues today.,health_concern,bronx,Mott Haven,2025-05-05T10:59:15.597352,347,72,11,585,-0.05,0.7,neutral
post_000556,Street flooding again in Parkslope! This happens every time it rains. #Flooding #NYC,flood_concern,brooklyn,Parkslope,2025-07-28T10:59:15.597352,445,93,30,784,0.0,0.0,neutral
post_000557,Kids can't play outside in Southbronx - air quality index is through the roof! #HealthAlert,health_concern,bronx,Southbronx,2025-06-27T10:59:15.597352,211,83,13,486,0.0,0.05,neutral
post_000558,Air quality alert for Williamsburg - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Williamsburg,2025-05-13T10:59:15.598364,16,98,24,358,0.0,0.0,neutral
post_000559,Asthma attacks increasing in our neighborhood. Something needs to be done about Chinatown air quality.,health_concern,manhattan,Chinatown,2025-10-08T10:59:15.598364,114,18,44,256,0.0,0.0,neutral
post_000560,Asthma attacks increasing in our neighborhood. Something needs to be done about Statenisland air quality.,health_concern,staten_island,Statenisland,2025-09-25T10:59:15.598796,145,85,34,468,0.0,0.0,neutral
post_000561,Asthma attacks increasing in our neighborhood. Something needs to be done about Southbronx air quality.,health_concern,bronx,Southbronx,2025-09-02T10:59:15.598796,372,99,7,683,0.0,0.0,neutral
post_000562,Construction dust in Bronx is making everyone sick. Where's the oversight? #Pollution,environmental_concern,bronx,Bronx,2025-09-25T10:59:15.598796,198,66,11,418,-0.714,0.857,negative
post_000563,Subway station at New Dorp completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,New Dorp,2025-09-28T10:59:15.598796,127,83,47,470,0.118,0.427,positive
post_000564,"Green space in Mott Haven being destroyed for development. We need more trees, not less! #Environment",environmental_concern,bronx,Mott Haven,2025-09-27T10:59:15.598796,40,41,20,203,0.135,0.289,positive
post_000565,Subway station at Manhattan completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,manhattan,Manhattan,2025-05-04T10:59:15.598796,111,67,16,344,0.1,0.4,neutral
post_000566,Heat wave hitting Bronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Bronx,2025-07-22T10:59:15.598796,328,34,5,440,-0.292,0.542,negative
post_000567,"Green space in Elmhurst being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Elmhurst,2025-08-14T10:59:15.598796,178,5,14,221,0.135,0.289,positive
post_000568,Air quality alert for New Dorp - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,staten_island,New Dorp,2025-08-21T10:59:15.598796,110,20,29,228,0.136,0.455,positive
post_000569,Chemical smell in Bronx - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,bronx,Bronx,2025-04-17T10:59:15.598796,485,76,25,763,0.0,0.0,neutral
post_000570,Heat wave hitting Huntspoint hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Huntspoint,2025-04-20T10:59:15.598796,108,77,38,415,-0.292,0.542,negative
post_000571,Hospital wait times are crazy in Mott Haven. So many people with respiratory issues today.,health_concern,bronx,Mott Haven,2025-06-08T10:59:15.598796,244,29,13,357,-0.05,0.7,neutral
post_000572,Street flooding again in Flushing! This happens every time it rains. #Flooding #NYC,flood_concern,queens,Flushing,2025-06-14T10:59:15.598796,136,94,30,478,0.0,0.0,neutral
post_000573,Kids can't play outside in Flushing - air quality index is through the roof! #HealthAlert,health_concern,queens,Flushing,2025-07-13T10:59:15.598796,71,93,38,426,0.0,0.05,neutral
post_000574,Construction dust in Flushing is making everyone sick. Where's the oversight? #Pollution,environmental_concern,queens,Flushing,2025-08-13T10:59:15.598796,55,59,33,298,-0.714,0.857,negative
post_000575,Storm surge warnings for Bedstuy. Time to move everything upstairs again. #StormSurge,flood_concern,brooklyn,Bedstuy,2025-09-20T10:59:15.598796,320,91,13,619,0.0,0.0,neutral
post_000576,Kids can't play outside in Jackson Heights - air quality index is through the roof! #HealthAlert,health_concern,queens,Jackson Heights,2025-07-08T10:59:15.598796,363,63,16,584,0.0,0.05,neutral
post_000577,Kids can't play outside in Chinatown - air quality index is through the roof! #HealthAlert,health_concern,manhattan,Chinatown,2025-07-02T10:59:15.598796,442,35,25,597,0.0,0.05,neutral
post_000578,Street flooding again in Crownheights! This happens every time it rains. #Flooding #NYC,flood_concern,brooklyn,Crownheights,2025-08-28T10:59:15.598796,201,31,50,394,0.0,0.0,neutral
post_000579,"Green space in Midtown being destroyed for development. We need more trees, not less! #Environment",environmental_concern,manhattan,Midtown,2025-10-11T10:59:15.598796,392,58,1,568,0.135,0.289,positive
post_000580,Construction dust in Williamsburg is making everyone sick. Where's the oversight? #Pollution,environmental_concern,brooklyn,Williamsburg,2025-08-18T10:59:15.598796,27,83,45,366,-0.714,0.857,negative
post_000581,Storm surge warnings for Uppereastside. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Uppereastside,2025-04-24T10:59:15.598796,343,8,6,379,0.0,0.0,neutral
post_000582,Construction dust in Crownheights is making everyone sick. Where's the oversight? #Pollution,environmental_concern,brooklyn,Crownheights,2025-06-27T10:59:15.598796,385,8,6,421,-0.714,0.857,negative
post_000583,Construction dust in Huntspoint is making everyone sick. Where's the oversight? #Pollution,environmental_concern,bronx,Huntspoint,2025-09-14T10:59:15.598796,196,85,41,533,-0.714,0.857,negative
post_000584,Heat wave hitting Manhattan hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,manhattan,Manhattan,2025-06-15T10:59:15.598796,358,52,44,602,-0.292,0.542,negative
post_000585,Hospital wait times are crazy in Brooklyn. So many people with respiratory issues today.,health_concern,brooklyn,Brooklyn,2025-07-24T10:59:15.598796,74,63,40,343,-0.05,0.7,neutral
post_000586,Heat wave hitting Mott Haven hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Mott Haven,2025-08-22T10:59:15.598796,55,5,43,156,-0.292,0.542,negative
post_000587,Third time this month - Lowereastside streets are underwater after heavy rain. #UrbanFlooding,flood_concern,manhattan,Lowereastside,2025-07-23T10:59:15.598796,345,100,43,731,-0.1,0.25,neutral
post_000588,Basement flooded AGAIN in Jackson Heights. City needs better drainage infrastructure! #FloodDamage,flood_concern,queens,Jackson Heights,2025-06-19T10:59:15.598796,150,35,44,343,0.625,0.5,positive
post_000589,"Green space in Fordham being destroyed for development. We need more trees, not less! #Environment",environmental_concern,bronx,Fordham,2025-05-13T10:59:15.598796,376,28,18,496,0.135,0.289,positive
post_000590,Subway station at New Dorp completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,New Dorp,2025-09-21T10:59:15.598796,430,80,40,750,0.118,0.427,positive
post_000591,Air quality alert for Astoria - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,queens,Astoria,2025-07-20T10:59:15.598796,469,97,24,808,0.0,0.0,neutral
post_000592,Air quality alert for Tottenville - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,staten_island,Tottenville,2025-09-28T10:59:15.598796,200,18,34,322,0.0,0.0,neutral
post_000593,Storm surge warnings for Bronx. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Bronx,2025-07-03T10:59:15.598796,36,69,23,289,0.0,0.0,neutral
post_000594,Basement flooded AGAIN in Fordham. City needs better drainage infrastructure! #FloodDamage,flood_concern,bronx,Fordham,2025-05-22T10:59:15.598796,352,60,46,624,0.625,0.5,positive
post_000595,Kids can't play outside in Bronx - air quality index is through the roof! #HealthAlert,health_concern,bronx,Bronx,2025-05-01T10:59:15.598796,371,21,13,460,0.0,0.05,neutral
post_000596,Hospital wait times are crazy in St George. So many people with respiratory issues today.,health_concern,staten_island,St George,2025-09-06T10:59:15.598796,322,76,1,552,-0.05,0.7,neutral
post_000597,Air quality alert for Brooklyn - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Brooklyn,2025-06-09T10:59:15.598796,191,37,40,382,0.0,0.0,neutral
post_000598,Basement flooded AGAIN in New Dorp. City needs better drainage infrastructure! #FloodDamage,flood_concern,staten_island,New Dorp,2025-05-16T10:59:15.598796,335,95,43,706,0.381,0.477,positive
post_000599,"Green space in Tottenville being destroyed for development. We need more trees, not less! #Environment",environmental_concern,staten_island,Tottenville,2025-07-14T10:59:15.598796,117,61,7,314,0.135,0.289,positive
post_000600,Air quality is terrible in Midtown today. My allergies is acting up again. #NYC #AirQuality,health_concern,manhattan,Midtown,2025-05-29T10:59:15.598796,166,66,9,382,-0.5,0.5,negative
post_000601,"Green space in Lowereastside being destroyed for development. We need more trees, not less! #Environment",environmental_concern,manhattan,Lowereastside,2025-09-17T10:59:15.598796,269,51,25,472,0.135,0.289,positive
post_000602,"Green space in Huntspoint being destroyed for development. We need more trees, not less! #Environment",environmental_concern,bronx,Huntspoint,2025-04-26T10:59:15.598796,294,100,23,640,0.135,0.289,positive
post_000603,Chemical smell in St George - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,staten_island,St George,2025-05-08T10:59:15.598796,274,73,26,545,0.0,0.0,neutral
post_000604,Street flooding again in Manhattan! This happens every time it rains. #Flooding #NYC,flood_concern,manhattan,Manhattan,2025-08-19T10:59:15.598796,470,71,38,759,0.0,0.0,neutral
post_000605,Another trip to the ER because of asthma. When will Chinatown address the air pollution? #PublicHealth,health_concern,manhattan,Chinatown,2025-07-21T10:59:15.598796,441,1,11,466,0.0,0.0,neutral
post_000606,Air quality alert for Statenisland - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,staten_island,Statenisland,2025-08-16T10:59:15.598796,296,70,27,560,0.0,0.0,neutral
post_000607,Air quality alert for Bronx - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,bronx,Bronx,2025-08-11T10:59:15.598796,95,26,43,259,0.0,0.0,neutral
post_000608,Heat wave hitting Bronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Bronx,2025-10-03T10:59:15.598796,346,40,24,514,-0.292,0.542,negative
post_000609,Street flooding again in St George! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,St George,2025-08-13T10:59:15.598796,62,42,34,256,0.0,0.0,neutral
post_000610,Basement flooded AGAIN in Southbronx. City needs better drainage infrastructure! #FloodDamage,flood_concern,bronx,Southbronx,2025-04-19T10:59:15.598796,114,19,36,243,0.625,0.5,positive
post_000611,Chemical smell in Fordham - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,bronx,Fordham,2025-06-21T10:59:15.598796,337,95,35,692,0.0,0.0,neutral
post_000612,Air quality alert for Bronx - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,bronx,Bronx,2025-08-18T10:59:15.598796,107,87,26,420,0.0,0.0,neutral
post_000613,Street flooding again in Longislandcity! This happens every time it rains. #Flooding #NYC,flood_concern,queens,Longislandcity,2025-09-25T10:59:15.598796,355,15,41,482,0.0,0.0,neutral
post_000614,Basement flooded AGAIN in New Dorp. City needs better drainage infrastructure! #FloodDamage,flood_concern,staten_island,New Dorp,2025-10-11T10:59:15.598796,336,67,41,619,0.381,0.477,positive
post_000615,Construction dust in Bedstuy is making everyone sick. Where's the oversight? #Pollution,environmental_concern,brooklyn,Bedstuy,2025-08-17T10:59:15.598796,90,61,15,303,-0.714,0.857,negative
post_000616,Basement flooded AGAIN in Tottenville. City needs better drainage infrastructure! #FloodDamage,flood_concern,staten_island,Tottenville,2025-08-30T10:59:15.598796,285,98,47,673,0.625,0.5,positive
post_000617,Another trip to the ER because of cough. When will Statenisland address the air pollution? #PublicHealth,health_concern,staten_island,Statenisland,2025-08-13T10:59:15.598796,151,86,14,437,0.0,0.0,neutral
post_000618,Heat wave hitting Southbronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Southbronx,2025-06-06T10:59:15.598796,468,53,8,643,-0.292,0.542,negative
post_000619,Storm surge warnings for Fordham. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Fordham,2025-06-09T10:59:15.598796,489,51,29,700,0.0,0.0,neutral
post_000620,Subway station at Tottenville completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,Tottenville,2025-07-06T10:59:15.598796,345,48,38,565,0.1,0.4,neutral
post_000621,Subway station at Chinatown completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,manhattan,Chinatown,2025-07-07T10:59:15.598796,177,23,41,328,0.1,0.4,neutral
post_000622,Chemical smell in Bronx - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,bronx,Bronx,2025-09-07T10:59:15.598796,80,45,50,315,0.0,0.0,neutral
post_000623,Hospital wait times are crazy in Crownheights. So many people with respiratory issues today.,health_concern,brooklyn,Crownheights,2025-06-15T10:59:15.598796,130,97,31,483,-0.05,0.7,neutral
post_000624,Another trip to the ER because of cough. When will Southbronx address the air pollution? #PublicHealth,health_concern,bronx,Southbronx,2025-04-23T10:59:15.598796,420,83,8,685,0.0,0.0,neutral
post_000625,Kids can't play outside in Statenisland - air quality index is through the roof! #HealthAlert,health_concern,staten_island,Statenisland,2025-06-02T10:59:15.598796,376,61,23,605,0.0,0.05,neutral
post_000626,Air quality is terrible in Bedstuy today. My allergies is acting up again. #NYC #AirQuality,health_concern,brooklyn,Bedstuy,2025-06-18T10:59:15.598796,482,57,36,725,-0.5,0.5,negative
post_000627,Air quality is terrible in Queens today. My cough is acting up again. #NYC #AirQuality,health_concern,queens,Queens,2025-04-29T10:59:15.598796,500,84,48,848,-0.5,0.5,negative
post_000628,Subway station at Huntspoint completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,bronx,Huntspoint,2025-07-07T10:59:15.598796,249,83,45,588,0.1,0.4,neutral
post_000629,"Green space in Elmhurst being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Elmhurst,2025-05-28T10:59:15.598796,403,5,39,496,0.135,0.289,positive
post_000630,Asthma attacks increasing in our neighborhood. Something needs to be done about Parkslope air quality.,health_concern,brooklyn,Parkslope,2025-06-17T10:59:15.598796,286,42,6,424,0.0,0.0,neutral
post_000631,Third time this month - Flushing streets are underwater after heavy rain. #UrbanFlooding,flood_concern,queens,Flushing,2025-08-16T10:59:15.598796,46,28,31,192,-0.1,0.25,neutral
post_000632,Storm surge warnings for Mott Haven. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Mott Haven,2025-09-22T10:59:15.598796,329,38,42,527,0.0,0.0,neutral
post_000633,Air quality is terrible in Uppereastside today. My breathing problems is acting up again. #NYC #AirQuality,health_concern,manhattan,Uppereastside,2025-10-06T10:59:15.598796,98,46,2,240,-0.5,0.5,negative
